
"얼마 전 미루고 미루다
대구에어컨이전설치 업체에
의뢰하여 냉방기를 옮겨 달았어요.
보통 가정집에서 가정집으로
이전한다고 하지만 저는 아니에요.
사업장에서 가정집으로 이사를 하며
사용하던 냉방기를 옮겼는데요.
이사 자체는 진작에 했지만
별도로 에어컨이 필요하지 않아서
그대로 설치해 놓은 상태였어요.","개인적인 운영하고 있는
가게 안 쪽에 있는 집에서
1년간 거주했는데요.
문제가 되었던 부분이 해결이 되어
새로 집을 얻으며 이사를 갔어요.
다만 상가 안에 있는 에어컨은
그대로 두고 이동을 했는데,
이번에 미루고 미루다
드디어 이전설치를 했네요.
가게 안에 있는 집에 살았던지라
업체에 근무하는 분들이 설치 자격증도
보유하지만 LG 서비스 센터에
10년이 넘게 근무 하셨다고 들었어요.","그래서 LG 휘센만 가능한 줄 알고
의뢰를 머뭇거린 부분도 많았어요.
근데 이야길 들어보니 삼성이든
브랜드 상관없이 이전이 가능하대서
마음 편하게 요청했어요.
원래 조금 더 버티려고 했으나
예상했던것보다 리모델링 날짜가
앞당겨지면서 사용했던 냉방기 시설을
다시 집으로 이전설치를 하게 됐어요.
여러가지 돈 들어갈게 많아서
되도록 부담없는 곳을 통해
도움을 받으려 했는데요.","잘 알아봐야 하는 게 이전설치
잘못하는 곳에 의뢰하면
오히려 문제가 생기게 돼요.
멀쩡한 에어컨도 고장이 나고
배관 정리라든지 타공 작업도
이뤄져야 하는 부분이라서
실력있고 경험이 있는
대구에어컨이전설치 업체에
도움을 받아야 하거든요.","그럴 때 엘지에어컨설치라는 곳에
도움을 청하길 잘한 거 같아요.
별도로 말을 하지 않아도
알아서 깔끔하게 잘해주는데요.
설치 자격증을 보유하면서
LG 서비스센터 근무 경력이 상당한데
가격대가 합리적이에요.
거품 가격이 완전 다운되서
시공 받은 후기들을 보면
대체적으로 만족해 하시더라고요.","저도 만족해 하는 사람 중 한 명으로
선 정리라든지 배관정리까지
알아서 다 해주셨어요.
심지어 가스 충전까지 해주시는데,
저 처럼 미리 설치하는 분들이
굉장히 많은듯 해요.","물론 여름철에 되면 예약이 항상
꽉 차있기 때문에 설치를 해야겠다는
생각이 든다면 진작에 의뢰를
해야한다고 하더라고요.
그런 점에서 이제 겨울이지만
앞으로 여름을 대비하기 위해
지금 이전설치를 진행했어요.","저야 기존에 사용하던 에어컨을
이전하여 설치를 했지만
제품만 구매한 상태로
설치 자체를 못한 상태라고 해도
같이 도움 받을 수 있어요.
이런 과정도 사실은 비용에 대한
설명이 사전에 잘 되어야 하고
어떻게 진행되것인지 설명이
깔끔한 곳에 도움을 청해야 해요.","철거 이동설치인지 시공만 진행할것인지
디테일하 부분까지 전부 다
사전에 체크해주신 덕분에
정확한 견적을 낼 수 있었어요.
저는 스탠드 형태랑 벽걸이
총 두 가지였고 배관구멍 체크와
실외기 장소까지 전체적으로
확인을 해주셨어요.","했다 안 했다 왔다갔다 하는 곳이 아닌
꾸준히 에어컨 설치 진행을 해온 곳이라면
큰 문제 없이 에어컨 브랜드나
형태에 상관없이 시공을 바로 바로
받아볼 수 있을 거예요.","저희는 원래 살던 분이 실외기
앵글을 두고 간 상태라서요.
별도로 앵글을 맞출 필요가 없어서
실질적으로 드는 빙용이 굳었고요.
이렇게 시설물 구조에 따라서도
안내가 되는 부분이 달라서요.
직접 보고 견적을 내는 게
