"안녕하세요!
루니에요!
루니가 바로 어제 겪은 따끈따끈한 일입니다.
여러분도 조심하셔야되는데
아시면 다행이지만
모르시는분들이 저처럼 많더라구요!
심지어 저는 비밀댓글로 제안을 받았고
그 제안을 수락했고,
소정의 예약금 비용을 냈고
체험까지 받았기에
그리고 그이후가 더 중요하기에
후기를 남길까 고민끝에 남깁니다.
왜 남기냐?
저처럼 당하지마셨으면해서요.","참고로 루니가 다단계는 안합니다.
처음부터 다단계였으면
제의도 거절했을것입니다.
근데 제안은 그럴듯한 협찬이기에
여기서 대부분의 블로거는
수락하게되는거죠.
접근목적은 다양합니다.
보통의 접근목적을 제가 알려드리겠습니다.","이렇게 접근을 보통은 합니다.
저는 이렇게 당해봤고
웬만하면 거르고보는데
두피는 진짜 궁금해서
관심이있기에 해본겁니다.
의심1도없이 했습니다.
사람은 의심을 해야하는게 맞아요..
제가 왜이렇게 의심을 안했는지..
조금만 더 검색을 해볼걸..
너무 믿고 갔네요^^;;
아마 여기 상호명 치면 솔직후기같은거보면
다단계라는거 뜨더라구요..
늦게 안 자신 반성해라.
저한테는 이런식으로 접근을 했습니다.
둘다 같은 업체구요.
그 업체는 체인점이고
그 체인점의 한곳의 선생님들이
이런식으로 비.밀.댓.글.을 다시더군요.","이렇게 달아주시는데
아~ 이사람 사기구나~라고
첨부터 생각하진않죠.
보통 요런식으로도 협찬이 오기에
그냥 다른거와 비슷한 협찬이겠거니싶습니다.
루니는 댓글 달린날
두피케어 받을겸 문의나해보자~
싶어서 의심1도없이 오픈채팅을 했습니다.","일단 블로그댓글 캡쳐를 해달라고해서
응뭐지?했지만
그러려니했습니다.
성함/나이/거주지역 알려달라기에
보통 피부관리샵도 알려달라고해서
비슷하겠거니 알려드렸습니다.","두피에 여러가지 고민이 있는건지
여쭤보길래 두피관리쪽이 고민이다
답변주고
진행과정은 이렇게
진행된다~ 라는 카톡과 함께
무료라더니 앰플비 얘기하시길래
그래. 앰플비정도는 줄수있지.
싶어서 말씀하신 계좌로 넣었고
10만원대 관리인데 1만원정도는
드려야한다고 생각이들었어요.","그리고 이름, 직업, 핸드폰번호와 함께
피부타입, 관리받으신적 유/무 여쭤보시길래
다 말씀드렸고
노쇼방지로 미리 앰플비를 보내달래서
이것도 다른 미용실이나 네일샵과
비슷해서 의심을 안했어요.","예약금 보냄과 동시에 예약확정 카톡을
받고 위치 알려주시더군요.
그리고 1.10일이 되기전에
또한번의 카톡이 옵니다.
올수있는지? 위치도 보내주시고
자꾸 올수있는지를
여쭤보시더라구요.
저는 회원관리차원?으로
열심히 여쭤보시는줄 알았어요.
(그게아니였다)
1.10일 관리날이 되었어요.
오고있는지의 카톡과함께
가고있다고 보냈고
(매우집요하게 카톡옴 신천x같음)
가자마자 상담부터 했어요.
상담땐 특이사항없었고
그냥 똑같이 상담일지쓰고
두피고민같은거 적고
현미경으로 두피사진찍고
그리고 열심히 두피관리 하고
있는도중
뉴스킨의 갈바닉으로
어깨랑 풀어드릴꺼다 하시더라구요.
뉴스킨? 들어본건데.
싶었죠.
근데 뉴스킨 들어본적있냐?
해서 그렇다했더니
어떻게 들어봤냐~? 관심있냐~?
하면서 계속 질문을
하시더라구요.
그리고 그 갈바닉으로 제 두피를
미친듯이 긁어내는데
너무아프더라구요..
이렇게 관리받는거 맞나?싶을정도로
아픈데
스트레스가 많이쌓여서 그렇다는둥..
